case_id,language,case_type,_source_file,_source_path,_source_row,_encoding_used,_is_empty_judgment,_duplicate_case_id,_duplicate_judgment,char_count,word_count,token_count,length_bucket,routing_decision,annotation_state
CHG_CRI_000034,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,143,utf-8-sig,False,False,False,2273,371,2098,0-4K,direct,partial
CHG_CRI_000035,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,144,utf-8-sig,False,False,False,30584,5593,27790,16K-32K,chunk_candidate,partial
CHG_CRI_000036,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,145,utf-8-sig,False,False,False,10713,2006,9726,8K-16K,chunk_candidate,partial
CHG_CRI_000037,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,146,utf-8-sig,False,False,False,14799,2766,13477,8K-16K,chunk_candidate,partial
CHG_CRI_000038,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,147,utf-8-sig,False,False,False,20850,3838,18946,16K-32K,chunk_candidate,partial
CHG_CRI_000039,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,148,utf-8-sig,False,False,False,27660,5237,25263,16K-32K,chunk_candidate,partial
CHG_CRI_000040,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,149,utf-8-sig,False,False,False,7514,1390,6800,4K-8K,direct,partial
CHG_CRI_000041,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,150,utf-8-sig,False,False,False,20569,3784,18731,16K-32K,chunk_candidate,partial
CHG_CRI_000042,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,151,utf-8-sig,False,False,False,24662,4762,22562,16K-32K,chunk_candidate,partial
CHG_CRI_000043,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,152,utf-8-sig,False,False,False,19665,3556,18176,16K-32K,chunk_candidate,partial
CHG_CRI_000044,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,153,utf-8-sig,False,False,False,29854,5447,27424,16K-32K,chunk_candidate,partial
CHG_CRI_000045,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,154,utf-8-sig,False,False,False,22904,4401,20975,16K-32K,chunk_candidate,partial
CHG_CRI_000046,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,155,utf-8-sig,False,False,False,11062,2148,10165,8K-16K,chunk_candidate,partial
CHG_CRI_000047,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,156,utf-8-sig,False,False,False,1229,179,1158,0-4K,direct,partial
CHG_CRI_000048,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,157,utf-8-sig,False,False,False,22945,4086,21068,16K-32K,chunk_candidate,partial
CHG_CRI_000049,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,158,utf-8-sig,False,False,False,4434,852,4012,4K-8K,direct,partial
CHG_CRI_000050,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,159,utf-8-sig,False,False,False,12648,2343,11614,8K-16K,chunk_candidate,partial
CHG_CRI_000051,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,160,utf-8-sig,False,False,False,11090,2061,9966,8K-16K,chunk_candidate,partial
CHG_CRI_000052,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,161,utf-8-sig,False,False,False,14709,2737,13524,8K-16K,chunk_candidate,partial
CHG_CRI_000053,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,162,utf-8-sig,False,False,False,8103,1531,7386,4K-8K,chunk_candidate,partial
CHG_CRI_000054,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,163,utf-8-sig,False,False,False,11876,2174,10817,8K-16K,chunk_candidate,partial
CHG_CRI_000055,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,164,utf-8-sig,False,False,False,4756,886,4308,4K-8K,direct,partial
CHG_CRI_000056,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,165,utf-8-sig,False,False,False,11840,2168,10756,8K-16K,chunk_candidate,partial
CHG_CRI_000057,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,166,utf-8-sig,False,False,False,12609,2284,11506,8K-16K,chunk_candidate,partial
CHG_CRI_000058,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,167,utf-8-sig,False,False,False,13658,2486,12530,8K-16K,chunk_candidate,partial
CHG_CRI_000059,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,168,utf-8-sig,False,False,False,18015,3271,16439,16K-32K,chunk_candidate,partial
CHG_CRI_000060,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,169,utf-8-sig,False,False,False,9763,1800,8897,8K-16K,chunk_candidate,partial
CHG_CRI_000061,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,170,utf-8-sig,False,False,False,10969,1965,10049,8K-16K,chunk_candidate,partial
CHG_CRI_000062,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,171,utf-8-sig,False,False,False,14586,2711,13362,8K-16K,chunk_candidate,partial
CHG_CRI_000063,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,172,utf-8-sig,False,False,False,11229,2028,10312,8K-16K,chunk_candidate,partial
CHG_CRI_000064,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,173,utf-8-sig,False,False,True,6315,1164,5760,4K-8K,direct,partial
CHG_CRI_000065,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,174,utf-8-sig,False,False,True,6315,1164,5760,4K-8K,direct,partial
CHG_CRI_000066,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,175,utf-8-sig,False,False,False,13300,2252,12140,8K-16K,chunk_candidate,partial
CHG_CRI_000067,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,176,utf-8-sig,False,False,False,17862,3277,16334,16K-32K,chunk_candidate,partial
CHG_CRI_000068,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,177,utf-8-sig,False,False,False,11589,2196,10615,8K-16K,chunk_candidate,partial
CHG_CRI_000069,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,178,utf-8-sig,False,False,False,9183,1702,8380,8K-16K,chunk_candidate,partial
CHG_CRI_000070,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,179,utf-8-sig,False,False,False,12845,2296,11748,8K-16K,chunk_candidate,partial
CHG_CRI_000071,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,180,utf-8-sig,False,False,False,10967,2024,9947,8K-16K,chunk_candidate,partial
CHG_CRI_000072,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,181,utf-8-sig,False,False,False,31728,5773,29296,16K-32K,chunk_candidate,partial
CHG_CRI_000073,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,182,utf-8-sig,False,False,False,12097,2204,10949,8K-16K,chunk_candidate,partial
CHG_CRI_000074,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,183,utf-8-sig,False,False,False,7742,1397,6972,4K-8K,direct,partial
CHG_CRI_000075,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,184,utf-8-sig,False,False,False,1377,202,1269,0-4K,direct,partial
CHG_CRI_000076,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,185,utf-8-sig,False,False,False,5753,1014,5278,4K-8K,direct,partial
CHG_CRI_000077,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,186,utf-8-sig,False,False,False,9176,1692,8430,8K-16K,chunk_candidate,partial
CHG_CRI_000078,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,187,utf-8-sig,False,False,False,19689,3658,18039,16K-32K,chunk_candidate,partial
CHG_CRI_000079,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,188,utf-8-sig,False,False,False,14074,2498,12759,8K-16K,chunk_candidate,partial
CHG_CRI_000080,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,189,utf-8-sig,False,False,False,32759,5880,30193,16K-32K,chunk_candidate,all_missing
CHG_CRI_000081,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,190,utf-8-sig,False,False,False,12947,2419,11796,8K-16K,chunk_candidate,partial
CHG_CRI_000082,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,191,utf-8-sig,False,False,False,13983,2588,12769,8K-16K,chunk_candidate,partial
CHG_CRI_000083,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,192,utf-8-sig,False,False,False,11940,2277,10874,8K-16K,chunk_candidate,partial
CHG_CRI_000084,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,193,utf-8-sig,False,False,False,17985,3512,16238,16K-32K,chunk_candidate,partial
PAT_CON_000002,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,194,utf-8-sig,False,False,False,1813,319,1678,0-4K,direct,partial
PAT_CON_000003,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,195,utf-8-sig,False,False,False,3713,710,3431,0-4K,direct,partial
PAT_CON_000005,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,196,utf-8-sig,False,False,False,3739,660,3439,0-4K,direct,partial
PAT_CON_000006,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,197,utf-8-sig,False,False,False,2524,430,2338,0-4K,direct,partial
PAT_CON_000009,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,198,utf-8-sig,False,False,False,2037,349,1881,0-4K,direct,partial
PAT_CON_000010,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,199,utf-8-sig,False,False,False,4676,815,4277,4K-8K,direct,partial
PAT_CON_000012,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,200,utf-8-sig,False,False,False,2009,349,1876,0-4K,direct,partial
ALB_ADM_000001,Hindi,Administrative,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,201,utf-8-sig,False,False,False,1767,317,1613,0-4K,direct,partial
ALB_CON_000002,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,202,utf-8-sig,False,False,False,1171,204,969,0-4K,direct,partial
ALB_CON_000003,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,203,utf-8-sig,False,False,False,1400,246,1069,0-4K,direct,partial
ALB_CON_000004,Hindi,Constitutional,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,204,utf-8-sig,False,False,False,1100,199,841,0-4K,direct,partial
ALL_CRIM_000001,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,205,utf-8-sig,False,False,False,2275,388,1886,0-4K,direct,partial
ALL_CRIM_000003,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,206,utf-8-sig,False,False,False,2586,474,2161,0-4K,direct,partial
ALL_CRIM_000004,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,207,utf-8-sig,False,False,False,3299,599,2878,0-4K,direct,partial
ALL_CRIM_000005,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,208,utf-8-sig,False,False,False,2024,356,1634,0-4K,direct,partial
ALL_CRIM_000006,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,209,utf-8-sig,False,False,False,2453,416,2067,0-4K,direct,partial
ALL_CRIM_000007,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,210,utf-8-sig,False,False,False,745,134,503,0-4K,direct,partial
ALL_CRIM_000008,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,211,utf-8-sig,False,False,False,2693,459,2219,0-4K,direct,partial
ALL_CRIM_000009,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,212,utf-8-sig,False,False,False,1887,334,1513,0-4K,direct,partial
ALL_CRIM_000010,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,213,utf-8-sig,False,False,False,1940,336,1608,0-4K,direct,partial
ALL_CRIM_000011,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,214,utf-8-sig,False,False,False,3901,698,3388,0-4K,direct,partial
ALL_CRIM_000012,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,215,utf-8-sig,False,False,False,3891,719,3398,0-4K,direct,partial
ALL_CRIM_000013,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,216,utf-8-sig,False,False,False,2665,459,1917,0-4K,direct,partial
ALL_CRIM_000014,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,217,utf-8-sig,False,False,False,3070,534,2636,0-4K,direct,partial
ALL_CRIM_000015,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,218,utf-8-sig,False,False,False,3673,661,3169,0-4K,direct,partial
ALL_CRIM_000016,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,219,utf-8-sig,False,False,False,2193,401,1651,0-4K,direct,partial
ALL_CRIM_000017,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,220,utf-8-sig,False,False,False,4645,870,4035,4K-8K,direct,partial
ALL_CRIM_000019,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,221,utf-8-sig,False,False,False,2162,367,1763,0-4K,direct,partial
ALL_CRIM_000021,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,222,utf-8-sig,False,False,False,2062,358,1720,0-4K,direct,partial
ALL_CRIM_000022,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,223,utf-8-sig,False,False,False,1959,334,1588,0-4K,direct,partial
ALL_CRIM_000023,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,224,utf-8-sig,False,False,False,2473,449,2071,0-4K,direct,partial
ALL_CRIM_000024,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,225,utf-8-sig,False,False,False,2782,474,2354,0-4K,direct,partial
ALL_CRIM_000025,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,226,utf-8-sig,False,False,False,3895,714,3347,0-4K,direct,partial
ALL_CRIM_000026,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,227,utf-8-sig,False,False,False,3418,614,2941,0-4K,direct,partial
ALL_CRIM_000027,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,228,utf-8-sig,False,False,False,4358,814,3805,0-4K,direct,partial
ALL_CRIM_000028,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,229,utf-8-sig,False,False,False,1743,294,1381,0-4K,direct,partial
ALL_CRIM_000029,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,230,utf-8-sig,False,False,False,2000,358,1490,0-4K,direct,partial
ALL_CRIM_000030,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,231,utf-8-sig,False,False,False,3493,647,2992,0-4K,direct,partial
ALL_CRIM_000032,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,232,utf-8-sig,False,False,False,1979,354,1483,0-4K,direct,partial
ALL_CRIM_000033,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,233,utf-8-sig,False,False,False,3648,665,3148,0-4K,direct,partial
ALL_CRIM_000034,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,234,utf-8-sig,False,False,False,4048,751,3545,0-4K,direct,partial
ALL_CRIM_000035,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,235,utf-8-sig,False,False,False,4062,737,3553,0-4K,direct,partial
ALL_CRIM_000037,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,236,utf-8-sig,False,False,False,2144,392,1662,0-4K,direct,partial
ALL_CRIM_000039,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,237,utf-8-sig,False,False,False,3448,618,2986,0-4K,direct,partial
ALL_CRIM_000041,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,238,utf-8-sig,False,False,False,1687,290,1328,0-4K,direct,partial
ALL_CRIM_000042,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,239,utf-8-sig,False,False,False,1801,308,1499,0-4K,direct,partial
ALL_CRIM_000043,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,240,utf-8-sig,False,False,False,3775,699,3269,0-4K,direct,partial
ALL_CRIM_000044,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,241,utf-8-sig,False,False,False,3940,710,3419,0-4K,direct,partial
ALL_CRIM_000045,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,242,utf-8-sig,False,False,False,4616,811,4006,4K-8K,direct,partial
ALL_CRIM_000046,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,243,utf-8-sig,False,False,False,2611,511,2185,0-4K,direct,partial
ALL_CRIM_000048,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,244,utf-8-sig,False,False,False,4340,802,3815,0-4K,direct,partial
ALL_CRIM_000049,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,245,utf-8-sig,False,False,False,3752,662,3250,0-4K,direct,partial
ALL_CRIM_000050,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,246,utf-8-sig,False,False,False,1712,301,1329,0-4K,direct,partial
ALL_CRIM_000051,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,247,utf-8-sig,False,False,False,2004,336,1636,0-4K,direct,partial
ALL_CRIM_000053,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,248,utf-8-sig,False,False,False,2176,363,1791,0-4K,direct,partial
ALL_CRIM_000055,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,249,utf-8-sig,False,False,False,3751,690,3202,0-4K,direct,partial
ALL_CRIM_000058,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,250,utf-8-sig,False,False,False,2329,421,1964,0-4K,direct,partial
ALL_CRIM_000059,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,251,utf-8-sig,False,False,False,4248,793,3706,0-4K,direct,partial
ALL_CRIM_000060,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,252,utf-8-sig,False,False,False,2159,358,1810,0-4K,direct,partial
ALL_CRIM_000061,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,253,utf-8-sig,False,False,False,2151,364,1753,0-4K,direct,partial
ALL_CRIM_000062,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,254,utf-8-sig,False,False,False,3598,659,3115,0-4K,direct,partial
ALL_CRIM_000063,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,255,utf-8-sig,False,False,False,2099,349,1711,0-4K,direct,partial
ALL_CRIM_000064,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,256,utf-8-sig,False,False,False,3295,561,2836,0-4K,direct,partial
ALL_CRIM_000065,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,257,utf-8-sig,False,False,False,2120,359,1752,0-4K,direct,partial
ALL_CRIM_000066,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,258,utf-8-sig,False,False,False,2106,376,1588,0-4K,direct,partial
ALL_CRIM_000068,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,259,utf-8-sig,False,False,False,1987,338,1613,0-4K,direct,partial
ALL_CRIM_000070,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,260,utf-8-sig,False,False,False,2190,394,1804,0-4K,direct,partial
ALL_CRIM_000071,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,261,utf-8-sig,False,False,False,4108,764,3599,0-4K,direct,partial
ALL_CRIM_000072,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,262,utf-8-sig,False,False,False,4995,898,4395,4K-8K,direct,partial
ALL_CRIM_000073,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,263,utf-8-sig,False,False,False,6350,1220,5678,4K-8K,direct,partial
ALL_CRIM_000074,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,264,utf-8-sig,False,False,False,1967,355,1463,0-4K,direct,partial
ALL_CRIM_000075,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,265,utf-8-sig,False,False,False,2487,459,2098,0-4K,direct,partial
ALL_CRIM_000076,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,266,utf-8-sig,False,False,False,3106,600,2703,0-4K,direct,partial
ALL_CRIM_000077,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,267,utf-8-sig,False,False,False,1871,309,1545,0-4K,direct,partial
ALL_CRIM_000078,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,268,utf-8-sig,False,False,False,3724,689,3241,0-4K,direct,partial
ALL_CRIM_000079,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,269,utf-8-sig,False,False,False,2650,451,1837,0-4K,direct,partial
ALL_CRIM_000080,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,270,utf-8-sig,False,False,False,2672,503,2288,0-4K,direct,partial
ALL_CRIM_000081,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,271,utf-8-sig,False,False,False,2013,356,1484,0-4K,direct,partial
ALL_CRIM_000082,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,272,utf-8-sig,False,False,False,3661,633,3150,0-4K,direct,partial
ALL_CRIM_000083,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,273,utf-8-sig,False,False,False,3329,580,2934,0-4K,direct,partial
ALL_CRIM_000085,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,274,utf-8-sig,False,False,False,3351,553,2849,0-4K,direct,partial
ALL_CRIM_000086,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,275,utf-8-sig,False,False,False,2912,506,2423,0-4K,direct,partial
ALL_CRIM_000087,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,276,utf-8-sig,False,False,False,1804,309,1464,0-4K,direct,partial
ALL_CRIM_000088,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,277,utf-8-sig,False,False,False,5283,981,4673,4K-8K,direct,partial
ALL_CRIM_000089,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,278,utf-8-sig,False,False,False,2062,371,1541,0-4K,direct,partial
ALL_CRIM_000090,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,279,utf-8-sig,False,False,False,3877,716,3348,0-4K,direct,partial
ALL_CRIM_000091,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,280,utf-8-sig,False,False,False,2319,394,1904,0-4K,direct,partial
ALL_CRIM_000092,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,281,utf-8-sig,False,False,False,1819,309,1462,0-4K,direct,partial
ALL_CRIM_000093,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,282,utf-8-sig,False,False,False,2132,370,1770,0-4K,direct,partial
ALL_CRIM_000095,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,283,utf-8-sig,False,False,False,3614,689,3153,0-4K,direct,partial
ALL_CRIM_000096,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,284,utf-8-sig,False,False,False,3530,636,3042,0-4K,direct,partial
ALL_CRIM_000097,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,285,utf-8-sig,False,False,False,3064,515,2605,0-4K,direct,partial
ALL_CRIM_000098,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,286,utf-8-sig,False,False,False,2249,385,1837,0-4K,direct,partial
ALL_CRIM_000099,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,287,utf-8-sig,False,False,False,3569,630,3051,0-4K,direct,partial
ALL_CRIM_000100,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,288,utf-8-sig,False,False,False,2331,387,1950,0-4K,direct,partial
ALL_CRIM_000103,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,289,utf-8-sig,False,False,False,1532,253,1205,0-4K,direct,partial
ALL_CRIM_000105,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,290,utf-8-sig,False,False,False,3533,614,3034,0-4K,direct,partial
ALL_CRIM_000106,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,291,utf-8-sig,False,False,False,2084,374,1565,0-4K,direct,partial
ALL_CRIM_000107,Hindi,Criminal,final_merged_hindi_cleaned.csv,final_merged_hindi_cleaned.csv,292,utf-8-sig,False,False,False,2311,401,1910,0-4K,direct,partial
